"phenotype_category","code","description","code_system","clinical_subcategory","phenotype_name","rank"
"Chronic Paediatric Condition","E101000","Unspecified hebephrenic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E101400","Acute exacerbation of chronic hebephrenic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E101500","Hebephrenic schizophrenia in remission","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E101z00","Hebephrenic schizophrenia NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E102.00","Catatonic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E102000","Unspecified catatonic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E102100","Subchronic catatonic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E102500","Catatonic schizophrenia in remission","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E102z00","Catatonic schizophrenia NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E103.00","Paranoid schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E103000","Unspecified paranoid schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E103200","Chronic paranoid schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E103300","Acute exacerbation of subchronic paranoid schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E103400","Acute exacerbation of chronic paranoid schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E103500","Paranoid schizophrenia in remission","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E103z00","Paranoid schizophrenia NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E104.00","Acute schizophrenic episode","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E105.00","Latent schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E105000","Unspecified latent schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E105200","Chronic latent schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E105500","Latent schizophrenia in remission","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E105z00","Latent schizophrenia NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E106.00","Residual schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E107.00","Schizo-affective schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E107000","Unspecified schizo-affective schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E107100","Subchronic schizo-affective schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E107.11","Cyclic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E107200","Chronic schizo-affective schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E107300","Acute exacerbation subchronic schizo-affective schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E107400","Acute exacerbation of chronic schizo-affective schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E107500","Schizo-affective schizophrenia in remission","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E107z00","Schizo-affective schizophrenia NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E10y.00","Other schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E10y000","Atypical schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E10y100","Coenesthopathic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E10y.11","Cenesthopathic schizophrenia","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E10yz00","Other schizophrenia NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E10z.00","Schizophrenia NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E11..00","Affective psychoses","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E110.00","Manic disorder, single episode","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E110000","Single manic episode, unspecified","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E110100","Single manic episode, mild","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E110.11","Hypomanic psychoses","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E110200","Single manic episode, moderate","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E110300","Single manic episode, severe without mention of psychosis","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E110400","Single manic episode, severe, with psychosis","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E110600","Single manic episode in full remission","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E110z00","Manic disorder, single episode NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E111.00","Recurrent manic episodes","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E111000","Recurrent manic episodes, unspecified","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E111100","Recurrent manic episodes, mild","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E11..12","Depressive psychoses","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E111200","Recurrent manic episodes, moderate","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E111300","Recurrent manic episodes, severe without mention psychosis","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E111400","Recurrent manic episodes, severe, with psychosis","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E111500","Recurrent manic episodes, partial or unspecified remission","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E111600","Recurrent manic episodes, in full remission","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E111z00","Recurrent manic episode NOS","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E112.00","Single major depressive episode","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E112000","Single major depressive episode, unspecified","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E112100","Single major depressive episode, mild","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E112.11","Agitated depression","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E112.12","Endogenous depression first episode","Read codes v2","Mental health disorders","Mental health disorders",1
"Chronic Paediatric Condition","E112.13","Endogenous depression first episode","Read codes v2","Mental health disorders","Mental health disorders",1
